localTime,remoteTime,label,ibi,bpm,signalOK
1623228575456,2693474,rest,920,66,0
1623228576459,2694484,rest,936,64,0
1623228576976,2695170,rest,640,69,0
1623228577981,2695997,rest,756,75,0
1623228578474,2696501,rest,462,80,0
1623228578985,2697389,rest,814,81,0
1623228580006,2697997,rest,562,82,1
1623228580514,2698502,rest,458,85,0
1623228580514,2698804,rest,274,92,0
1623228581002,2699068,rest,252,98,0
1623228581002,2699351,rest,252,111,0
1623228581514,2699614,rest,252,127,0
1623228582012,2700017,rest,368,134,0
1623228583021,2701045,rest,958,129,0
1623228583524,2701811,rest,690,122,0
1623228585543,2703550,rest,1596,106,0
1623228587070,2705328,rest,1660,88,0
1623228588577,2706579,rest,1148,80,0
1623228590086,2708114,rest,1428,69,1
1623228591114,2709105,rest,914,64,0
1623228592617,2710641,rest,1416,57,1
1623228593626,2711650,rest,934,54,0
1623228594133,2712337,rest,630,52,0
1623228595158,2713145,rest,738,53,0
1623228595647,2713649,rest,480,54,0
1623228595647,2713993,rest,322,62,0
1623228597161,2715166,rest,1090,65,0
1623228599685,2717710,rest,2342,58,0
1623228601201,2719406,rest,1544,57,0
1623228603222,2721609,rest,2040,52,0
1623228604738,2722962,rest,1262,52,0
1623228607259,2725264,rest,2104,47,0
1623228608269,2726618,rest,1262,45,0
1623228609290,2727486,rest,792,45,0
1623228609806,2728010,rest,476,45,0
1623228610290,2728313,rest,286,45,0
1623228610290,2728677,rest,362,48,0
1623228611303,2729323,rest,594,55,0
1623228612307,2730717,rest,1278,57,0
1623228613833,2732032,rest,1218,62,0
1623228614842,2732820,rest,730,65,0
1623228616868,2735060,rest,2076,66,0
1623228618880,2737304,rest,2088,60,0
1623228620930,2738880,rest,1458,56,0
1623228621924,2739970,rest,1018,54,0
1623228623933,2741970,rest,1848,47,0
1623228625948,2744254,rest,2118,41,0
1623228627471,2745828,rest,1476,39,0
1623228629482,2747503,rest,1536,38,0
1623228631516,2749847,rest,2168,36,0
1623228633013,2751341,rest,1364,34,0
1623228634522,2752733,rest,1292,36,0
1623228639088,2757074,rest,652,92,0
1623228641599,2759641,rest,2368,72,0
1623228643122,2761175,rest,1420,66,0
1623228644129,2762145,rest,900,64,0
1623228645133,2763435,rest,1204,61,0
1623228647656,2765679,rest,2100,53,0
1623228649169,2767173,rest,1378,50,1
1623228650188,2768222,rest,980,48,0
1623228651188,2769394,rest,1072,47,0
1623228652199,2770204,rest,776,46,0
1623228654245,2772667,rest,2296,41,0
1623228655731,2774140,rest,1378,44,1
1623228657256,2775291,rest,1064,45,0
1623228658759,2776826,rest,1418,43,1
1623228659772,2777956,rest,1044,44,0
1623228660799,2778785,rest,758,49,0
1623228661317,2779289,rest,470,53,0
1623228661792,2780017,rest,674,54,0
1623228662299,2780684,rest,608,57,0
1623228663307,2781312,rest,582,58,0
1623228663811,2781837,rest,494,70,1
1623228664836,2782869,rest,940,74,0
1623228665836,2784119,rest,1146,73,0
1623228666841,2784867,rest,688,81,0
1623228666841,2785311,rest,412,88,0
1623228668892,2786889,rest,1460,80,0
1623228669874,2787918,rest,938,75,1
1623228670879,2788886,rest,910,73,1
1623228671391,2789633,rest,680,72,0
1623228672403,2790420,rest,720,71,0
1623228672897,2790965,rest,508,71,0
1623228673907,2791915,rest,890,71,0
1623228674414,2792622,rest,656,76,0
1623228674926,2793390,rest,700,76,1
1623228675965,2793977,rest,550,74,0
1623228676938,2794945,rest,882,80,0
1623228678453,2796480,rest,1442,75,0
1623228679470,2797491,rest,934,75,1
1623228680987,2799430,rest,1792,66,0
1623228682510,2800944,rest,1394,61,1
1623228684012,2802034,speech,1020,58,0
1623228685016,2803266,speech,1122,57,0
1623228686027,2804014,speech,702,56,0
1623228686536,2804578,speech,516,57,0
1623228687038,2805104,speech,476,58,0
1623228687545,2805547,speech,412,61,0
1623228688551,2806598,speech,958,64,0
1623228689575,2807708,speech,1034,63,0
1623228690087,2808375,speech,620,72,0
1623228691078,2809104,speech,654,79,0
1623228691585,2809889,speech,720,83,0
1623228692592,2810618,speech,678,88,1
1623228693096,2811384,speech,714,88,1
1623228694113,2812112,speech,672,86,1
1623228695114,2813181,speech,984,80,0
1623228696128,2814353,speech,1074,74,0
1623228697150,2815142,speech,732,76,0
1623228697664,2815647,speech,474,81,0
1623228698145,2816152,speech,456,83,0
1623228698145,2816475,speech,292,88,0
1623228699166,2817161,speech,660,89,0
1623228699660,2817970,speech,734,88,0
1623228700676,2818676,speech,654,89,0
1623228702192,2820252,speech,1438,80,0
1623228703216,2821222,speech,912,80,0
1623228704213,2822212,speech,914,82,1
1623228705719,2823726,speech,1410,75,0
1623228706733,2824777,speech,950,71,0
1623228707757,2826010,speech,1132,66,1
1623228708763,2826777,speech,706,63,0
1623228710268,2828292,speech,1384,58,0
1623228711283,2829544,speech,1170,56,1
1623228712308,2830312,speech,708,55,0
1623228712308,2830756,speech,424,61,0
1623228716327,2834311,speech,430,139,0
1623228716835,2834896,speech,536,136,0
1623228717836,2835845,speech,892,123,0
1623228719373,2837342,speech,1412,102,0
1623228720399,2838656,speech,1218,90,0
1623228721387,2839442,speech,730,86,0
1623228721882,2839928,speech,456,86,0
1623228722385,2840432,speech,456,85,0
1623228722385,2840754,speech,296,87,0
1623228723400,2841442,speech,640,84,0
1623228723899,2841947,speech,480,84,0
1623228723899,2842270,speech,290,87,0
1623228724424,2842877,speech,588,91,0
1623228726444,2844855,speech,1830,85,0
1623228731475,2849524,speech,1460,41,0
1623228732484,2850694,speech,1088,42,0
1623228734529,2852832,speech,1994,40,0
1623228736022,2854328,speech,1408,40,0
1623228737541,2855580,speech,1168,41,0
1623228738547,2856549,speech,912,43,0
1623228740058,2858063,speech,1420,43,1
1623228741077,2859115,speech,978,44,0
1623228742101,2860085,speech,926,46,0
1623228742586,2860833,speech,704,49,0
1623228743086,2861539,speech,656,53,0
1623228744606,2862991,speech,1344,52,0
1623228747128,2865136,speech,2014,52,0
1623228748143,2866489,speech,1272,52,1
1623228752181,2870362,speech,664,90,0
1623228753191,2871231,speech,804,88,0
1623228753686,2871756,speech,486,90,0
1623228754193,2872662,speech,854,88,0
1623228756207,2874216,speech,1466,79,0
1623228757226,2875205,speech,926,76,0
1623228758735,2877106,speech,1766,67,0
1623228760253,2878237,speech,1060,64,0
1623228760761,2879206,speech,906,62,0
1623228761764,2879812,speech,566,63,0
1623228762274,2880600,speech,756,62,0
1623228763302,2881289,speech,628,63,0
1623228764800,2883248,speech,1830,55,0
1623228766820,2885104,speech,1754,51,0
1623228767826,2886296,speech,1116,53,0
1623228769853,2887894,speech,1486,50,1
1623228770876,2888863,speech,910,54,0
1623228771876,2889893,speech,940,55,0
1623228772873,2890921,speech,940,54,0
1623228774399,2892437,speech,1410,50,0
1623228774896,2893366,speech,848,50,0
1623228775907,2893912,speech,508,51,0
1623228775907,2894235,rest,304,58,0
1623228776419,2894516,rest,252,68,0
1623228776918,2894941,rest,396,75,0
1623228776918,2895203,rest,252,88,0
1623228777429,2895729,rest,476,94,0
1623228777944,2896353,rest,576,100,0
1623228780447,2898456,rest,1936,86,0
1623228781970,2900373,rest,1792,81,0
1623228784496,2902796,rest,2244,68,0
1623228789543,2907543,rest,966,62,0
1623228793581,2911604,rest,542,110,0
1623228794083,2912330,rest,674,108,0
1623228795592,2913621,rest,1192,96,1
1623228796607,2914652,rest,974,90,1
1623228797620,2915622,rest,894,85,1
1623228798625,2916670,rest,986,80,1
1623228799649,2917639,rest,910,77,1
1623228800644,2918911,rest,1178,71,0
1623228801653,2919700,rest,732,69,0
1623228802159,2920166,rest,440,70,0
1623228802666,2920873,rest,674,69,0
1623228803170,2921580,rest,646,69,0
1623228804201,2922226,rest,620,74,0
1623228804690,2922913,rest,638,77,1
1623228805188,2923639,rest,676,80,1
1623228806204,2924386,rest,708,83,1
1623228806717,2925132,rest,700,85,1
1623228808219,2926566,rest,1338,83,0
1623228809225,2927435,rest,804,82,0
1623228809739,2928120,rest,644,80,0
1623228810746,2928767,rest,602,81,0
1623228811244,2929271,rest,462,83,0
1623228811244,2929593,rest,314,87,0
1623228812264,2930299,rest,654,86,0
1623228812761,2931167,rest,798,85,0
1623228813781,2931815,rest,592,86,0
1623228814317,2932563,rest,710,86,1
1623228815292,2933290,rest,676,96,1
1623228815791,2934037,rest,706,97,1
1623228816800,2934845,rest,740,96,1
1623228817301,2935492,rest,610,95,1
1623228817821,2936138,rest,616,93,1
1623228818817,2936827,rest,646,89,1
1623228820334,2938382,rest,1450,79,0
1623228821358,2939370,rest,924,78,0
1623228821877,2939957,rest,554,78,0
1623228822359,2940803,rest,778,77,0
1623228823364,2941370,rest,540,79,0
1623228823872,2942056,rest,640,80,0
1623228824380,2942784,rest,658,80,1
1623228825900,2944240,rest,1368,73,0
1623228827410,2945451,rest,1128,69,0
1623228828425,2946460,rest,952,66,1
1623228828935,2947228,rest,712,72,0
1623228829934,2947916,rest,648,75,0
1623228830439,2948684,rest,718,73,0
1623228830938,2949411,rest,686,74,0
1623228831950,2950179,rest,702,73,1
1623228833462,2951531,rest,1256,68,0
1623228833973,2952339,rest,754,67,0
1623228834982,2952986,rest,602,73,0
1623228835490,2953734,rest,708,77,0
1623228836517,2954502,rest,698,80,0
1623228838053,2956036,rest,1426,73,0
1623228839528,2957511,rest,1396,67,0
1623228840535,2958582,rest,990,65,0
1623228841546,2959775,rest,1104,62,1
1623228842559,2960604,rest,780,61,0
1623228843069,2961389,rest,740,65,0
1623228844090,2962118,rest,680,65,0
1623228845077,2963067,rest,870,63,0
1623228845582,2963874,rest,754,63,1
1623228846596,2964582,rest,650,63,1
1623228847605,2966076,rest,1380,64,0
1623228849122,2967146,rest,1000,67,1
1623228850133,2968378,rest,1120,66,0
1623228851157,2969126,rest,710,69,0
1623228851669,2969651,rest,478,71,0
1623228852149,2970177,rest,486,73,0
1623228852149,2970499,rest,300,77,0
1623228853160,2971207,rest,670,79,0
1623228853666,2971995,rest,726,79,0
1623228854685,2972701,rest,668,79,0
1623228855177,2973490,rest,746,86,0
1623228855687,2974156,rest,624,92,0
1623228856696,2974803,rest,608,99,1
1623228857207,2975248,rest,402,105,0
1623228858226,2976458,rest,1128,94,0
1623228860744,2978739,rest,2130,75,0
1623228861753,2980111,rest,1280,66,1
1623228862752,2981062,rest,892,65,0
1623228863264,2981646,rest,536,66,0
1623228863760,2982009,rest,332,69,0
1623228864267,2982272,rest,256,73,0
1623228865800,2984151,rest,1746,64,0
1623228867301,2985302,rest,1084,61,0
1623228867798,2986067,rest,722,59,0
1623228868813,2986817,rest,686,62,0
1623228869333,2987322,rest,470,75,0
1623228869820,2987867,rest,520,82,0
1623228870323,2988595,rest,688,85,0
1623228870828,2989239,rest,606,84,1
1623228871866,2989866,rest,590,81,1
1623228872353,2990551,rest,644,77,1
1623228872868,2991218,rest,630,90,1
1623228873355,2991622,rest,380,101,0
1623228873862,2992026,rest,382,107,0
1623228874867,2993320,rest,1210,98,0
1623228875883,2994109,rest,752,93,0
1623228876394,2994633,rest,490,94,0
1623228878405,2996550,rest,1772,80,0
1623228879930,2997926,rest,1280,73,1
1623228880451,2998773,rest,786,72,0
1623228881941,3000005,rest,1140,68,1
1623228882443,3000914,rest,868,66,0
1623228883971,3001985,rest,998,62,1
1623228884467,3002672,rest,636,60,0
1623228884968,3003339,rest,634,64,0
1623228886488,3004774,rest,1336,60,0
1623228890522,3008508,rest,604,99,0
1623228891029,3009235,rest,664,98,0
1623228891532,3009982,rest,716,96,0
1623228892544,3010589,rest,542,97,0
1623228893043,3011072,rest,456,100,0
1623228893554,3011537,rest,448,102,0
1623228894064,3012264,rest,680,101,0
1623228894575,3012706,rest,410,104,0
1623228897083,3015131,rest,2254,81,0
1623228898604,3016625,rest,1402,73,0
1623228899610,3017857,rest,1146,68,0
1623228900113,3018583,rest,688,68,0
1623228901646,3019918,rest,1252,64,0
1623228903655,3021697,rest,1626,57,0
1623228904658,3022887,rest,1106,54,1
1623228905677,3023715,rest,776,52,0
1623228906682,3024685,rest,912,51,0
1623228907182,3025272,rest,548,51,0
1623228907182,3025614,rest,328,61,0
1623228907689,3025878,rest,252,69,0
1623228908705,3026686,rest,752,72,0
1623228910216,3028200,rest,1412,66,0
1623228912230,3030602,rest,2254,60,0
1623228914248,3032238,rest,1508,60,1
1623228916284,3034721,rest,2326,54,0
1623228918799,3036842,rest,1986,48,0
1623228920315,3038358,rest,1430,46,0
1623228921318,3039406,rest,988,45,0
1623228921823,3040254,rest,788,43,0
1623228922839,3041122,rest,796,42,0
1623228924347,3042739,rest,1518,40,0
1623228925865,3044195,rest,1346,40,0
1623228927381,3045669,rest,1368,42,0
1623228928396,3046556,rest,820,44,0
1623228928893,3047344,rest,738,50,0
1623228929907,3048194,rest,792,56,0
1623228930927,3049023,rest,762,60,0
1623228931923,3049931,rest,838,61,0
1623228935458,3053525,rest,310,193,0
1623228935964,3054233,rest,668,173,0
1623228937483,3055847,rest,1510,129,0
1623228938990,3057300,rest,1360,105,0
1623228941517,3059707,rest,2236,78,0
1623228943539,3061545,rest,1738,66,0
1623228945058,3063463,rest,1794,56,1
1623228946569,3064817,rest,1276,52,0
1623228948084,3066251,rest,1344,47,0
1623228949601,3067744,rest,1402,44,0
1623228950611,3068672,rest,862,42,0
1623228951110,3069279,rest,560,42,0
1623228951616,3069643,rest,338,46,0
1623228951616,3069906,rest,252,50,0
1623228952639,3070634,rest,646,58,0
1623228956667,3074994,rest,730,82,0
1623228957676,3075742,rest,696,82,0
1623228958178,3076227,rest,450,85,0
1623228958178,3076550,rest,314,91,0
1623228959189,3077379,rest,768,90,0
1623228959702,3078044,rest,640,92,0
1623228960725,3078711,rest,634,93,1
1623228961207,3079458,rest,680,94,1
1623228961715,3080185,rest,686,94,1
1623228963741,3081741,rest,1454,85,0
1623228964743,3082772,rest,950,82,1
1623228965757,3083862,rest,1024,78,1
1623228966257,3084548,rest,646,77,0
1623228968275,3086628,rest,1946,63,0
1623228969797,3088084,rest,1364,59,1
1623228971310,3089497,rest,1332,56,1
1623228972824,3090930,rest,1328,52,1
1623228974350,3092366,rest,1358,49,0
1623228975368,3093820,rest,1370,46,1
1623228977374,3095376,rest,1444,47,1
1623228978893,3096911,rest,1446,45,1
1623228979893,3097881,rest,908,45,0
1623228982944,3101375,rest,410,146,0
1623228983931,3101959,rest,558,141,0
1623228984432,3102725,rest,716,131,0
1623228985451,3103494,rest,722,123,0
1623228986453,3104504,rest,948,111,0
1623228987464,3105675,rest,1096,98,0
1623228987970,3106422,rest,692,94,0
1623228988988,3107230,rest,762,89,0
1623228989505,3107957,rest,680,85,0
1623228991512,3109514,rest,1448,74,0
1623228992518,3110989,rest,1392,66,0
1623228994535,3112563,rest,1458,60,0
1623228995545,3113593,rest,974,58,0
1623228996564,3114746,rest,1094,56,0
1623228997077,3115514,rest,704,58,0
1623228998072,3116321,rest,762,60,0
1623228999078,3117108,rest,734,60,0
1623228999583,3117956,rest,800,59,0
1623229001106,3119147,rest,1124,57,0
1623229002113,3120159,rest,944,60,1
1623229002614,3120987,rest,764,64,0
1623229003631,3121816,rest,762,69,0
1623229004142,3122481,rest,614,72,0
1623229005141,3123169,rest,636,76,0
1623229005141,3123612,rest,416,79,0
1623229005644,3123915,rest,282,84,0
1623229006658,3124683,rest,720,84,0
1623229007161,3125390,rest,666,86,0
1623229007667,3126056,rest,610,93,1
1623229008672,3126723,rest,622,98,1
1623229008672,3127126,rest,374,105,0
1623229009179,3127451,rest,306,114,0
1623229009685,3128034,rest,556,115,0
1623229010187,3128399,rest,334,122,0
1623229010699,3129106,rest,672,116,0
1623229011719,3129914,rest,754,106,0
1623229012714,3130722,rest,768,106,0
1623229013221,3131388,rest,612,107,0
1623229015239,3133247,rest,1742,89,0
1623229016249,3134581,rest,1248,81,0
1623229017263,3135387,rest,748,77,0
1623229017762,3135872,rest,448,76,0
1623229017762,3136235,rest,346,78,0
1623229020795,3138801,rest,2416,61,0
1623229022816,3140860,rest,1928,54,0
1623229024329,3142356,rest,1394,51,0
1623229025341,3143386,rest,962,50,0
1623229025850,3144214,rest,780,49,0
1623229026879,3144920,rest,646,54,0
1623229027358,3145729,rest,764,57,0
1623229028373,3146415,rest,640,58,0
1623229028872,3147161,rest,712,56,0
1623229029884,3147910,rest,696,54,1
1623229030396,3148677,rest,732,64,1
1623229031399,3149426,rest,694,74,1
1623229031901,3150132,rest,654,82,1
1623229032412,3150799,rest,628,86,1
1623229033427,3151443,rest,604,88,1
1623229033427,3151846,rest,362,92,0
1623229033940,3152250,rest,382,98,0
1623229034935,3153079,rest,770,96,0
1623229035438,3153826,rest,714,96,0
1623229036443,3154654,rest,758,95,0
1623229036949,3155402,rest,718,95,0
1623229037956,3156229,rest,764,94,1
1623229038977,3157017,rest,742,93,1
1623229039475,3157764,rest,688,92,1
1623229040496,3158513,rest,698,91,1
1623229041006,3159321,rest,762,85,1
1623229042513,3160897,rest,1474,74,0
1623229044020,3162047,rest,1092,71,0
1623229045027,3163278,rest,1150,67,1
1623229046042,3164025,rest,708,68,0
1623229046550,3164753,rest,674,68,0
1623229047049,3165400,rest,590,70,0
1623229048561,3166974,rest,1486,64,0
1623229050090,3168406,rest,1334,60,0
1623229051598,3169903,rest,1392,56,0
1623229053106,3171459,rest,1424,53,0
1623229054633,3172649,rest,1114,54,0
1623229055652,3173678,rest,954,55,0
1623229056135,3174506,rest,770,57,0
1623229057148,3175335,rest,772,57,0
1623229058159,3176165,rest,766,56,0
1623229059670,3177699,rest,1454,52,0
1623229061188,3179234,rest,1440,52,0
1623229062714,3180708,rest,1400,52,0
1623229063230,3181617,rest,842,54,0
1623229064221,3182366,rest,714,58,0
1623229064733,3183174,rest,764,60,0
1623229065729,3184001,rest,764,61,0
1623229066755,3184768,rest,714,62,0
1623229067244,3185594,rest,774,62,1
1623229068259,3186302,rest,664,62,1
1623229068762,3187070,rest,720,68,1
1623229069781,3187778,rest,674,74,1
1623229070292,3188627,rest,788,80,1
1623229071289,3189353,rest,690,82,1
1623229071789,3190140,rest,734,82,1
1623229072796,3190824,rest,630,83,1
1623229073300,3191571,rest,698,84,1
1623229074308,3192319,rest,710,84,1
1623229074819,3193105,rest,736,85,1
1623229075824,3193875,rest,704,84,1
1623229076335,3194660,rest,742,84,1
1623229077358,3195367,rest,646,84,1
1623229077840,3195850,rest,460,88,0
1623229077840,3196153,rest,278,94,0
1623229078854,3196861,rest,676,95,0
1623229079357,3197670,rest,744,93,0
1623229080374,3198397,rest,680,94,0
1623229080886,3199205,rest,762,93,0
1623229081880,3199950,rest,678,94,0
1623229082389,3200819,rest,818,92,1
1623229083398,3201626,rest,768,92,1
1623229084424,3202415,rest,726,91,1
1623229084912,3203204,rest,726,87,1
1623229085922,3203932,rest,680,82,1
1623229086431,3204720,rest,738,81,1
1623229087439,3205467,rest,694,82,1
1623229087946,3206274,rest,750,81,1
1623229088955,3207001,rest,676,82,1
1623229089455,3207870,rest,816,81,1
1623229090472,3208698,rest,768,81,1
1623229091489,3209467,rest,738,82,1
1623229092001,3210234,rest,712,82,1
1623229092992,3211001,rest,736,82,1
1623229094506,3212515,rest,1414,74,0
1623229095017,3213425,rest,848,73,0
1623229096037,3214030,rest,574,74,0
1623229096532,3214536,rest,464,77,0
1623229097543,3215890,rest,1276,71,0
1623229098558,3216717,rest,766,72,0
1623229099067,3217283,rest,522,74,0
1623229099578,3217829,rest,520,76,0
1623229101579,3219888,rest,1944,66,0
1623229103107,3221140,rest,1166,63,1
1623229103598,3222027,rest,820,67,0
1623229104604,3222774,rest,700,68,0
1623229105109,3223461,rest,646,68,0
1623229106134,3224166,rest,668,66,0
1623229106643,3224671,rest,470,72,0
1623229106643,3224975,rest,284,77,0
1623229107156,3225601,rest,590,76,0
1623229109153,3227157,rest,1456,68,0
1623229110665,3228712,rest,1472,72,0
1623229111672,3229661,rest,884,75,0
1623229112183,3230226,rest,530,77,0
1623229112695,3230712,rest,452,80,0
1623229112695,3231015,rest,272,84,0
1623229113709,3231703,rest,642,85,0
1623229114706,3232734,rest,970,79,0
1623229115718,3233762,rest,956,72,0
1623229116220,3234510,rest,702,72,0
1623229117229,3235236,rest,684,79,0
1623229117742,3235963,rest,686,88,0
1623229118746,3236753,rest,726,90,0
1623229118746,3237217,rest,436,92,0
1623229119251,3237500,rest,262,94,0
1623229121290,3239560,rest,1950,74,0
1623229123289,3241601,rest,1920,64,0
1623229124807,3242855,rest,1174,63,0
1623229125309,3243623,rest,724,64,0
1623229125832,3244208,rest,542,65,0
1623229126318,3244550,rest,326,68,0
1623229126845,3244853,rest,276,72,0
1623229127334,3245399,rest,518,73,0
1623229127334,3245742,rest,310,75,0
1623229128353,3246348,rest,564,72,0
1623229129856,3248268,rest,1822,73,0
1623229132382,3250430,rest,2010,72,0
1623229133895,3251924,rest,1408,70,1
1623229134927,3252934,rest,948,68,0
1623229135423,3253722,rest,728,67,0
1623229135934,3254247,rest,492,66,0
1623229136958,3255296,rest,986,61,1
1623229137936,3255942,rest,602,60,0
1623229138440,3256649,rest,660,58,0
1623229139963,3257962,rest,1208,55,0
1623229141480,3259902,rest,1810,55,0
1623229143508,3261518,rest,1530,57,0
1623229146019,3264022,rest,2330,53,0
1623229148039,3266063,rest,1922,48,0
1623229150573,3268566,rest,2342,43,0
1623229153082,3271132,rest,2398,38,0
1623229154595,3272868,rest,1610,36,0
1623229156617,3274948,rest,1940,33,0
1623229158153,3276181,rest,1166,32,0
1623229158668,3276929,rest,700,33,0
1623229160150,3278200,rest,1180,35,0
1623229160655,3278948,rest,714,36,0
1623229161672,3279857,rest,844,40,0
1623229162171,3280442,rest,536,44,0
1623229162696,3281089,rest,620,51,0
1623229163688,3281716,rest,590,60,0
1623229165728,3283736,rest,1904,58,0
1623229166719,3285008,rest,1180,63,1
1623229167725,3285756,rest,710,66,0
1623229168234,3286241,rest,462,68,0
1623229168736,3286747,rest,478,74,0
1623229168736,3287089,rest,310,78,0
1623229169746,3287817,rest,668,80,0
1623229170766,3288806,rest,942,76,0
1623229172286,3290301,rest,1390,69,0
1623229173281,3291289,rest,926,66,0
1623229173784,3291996,rest,664,77,0
1623229174291,3292461,rest,416,86,0
1623229174291,3292764,rest,288,91,0
1623229175301,3293634,rest,826,86,0
1623229176316,3294764,rest,1052,80,0
1623229177331,3295432,rest,632,76,0
1623229177831,3295834,rest,386,79,0
1623229177831,3296117,rest,252,87,0
1623229178332,3296804,rest,644,98,0
1623229179348,3297452,rest,618,103,1
1623229179859,3297996,rest,506,106,1
1623229180374,3298623,rest,586,103,1
1623229184402,3302864,rest,650,92,0
1623229185404,3303451,rest,540,93,0
1623229186924,3304966,rest,1424,83,0
1623229187924,3305934,rest,898,80,0
1623229188437,3306521,rest,538,82,0
1623229188936,3307246,rest,690,81,0
1623229189950,3307994,rest,688,81,0
1623229190456,3308823,rest,772,80,0
1623229191470,3309653,rest,794,78,1
1623229192479,3310482,rest,778,77,1
1623229193990,3311995,rest,1418,70,0
1623229196006,3314398,rest,2246,58,0
1623229197522,3315975,rest,1466,58,1
1623229199035,3317086,rest,1036,57,0
1623229201061,3319106,rest,1908,50,0
1623229203103,3321452,rest,2184,45,0
1623229205103,3323349,rest,1740,41,1
1623229206110,3324457,rest,1046,41,0
1623229207118,3325145,rest,628,41,0
1623229207623,3325670,rest,494,42,0
1623229208633,3326640,rest,920,43,0
1623229212162,3330213,rest,488,122,0
1623229212669,3330698,rest,462,123,0
1623229212669,3331061,rest,354,127,0
1623229214187,3332214,rest,1086,112,0
1623229214695,3333164,rest,890,104,0
1623229215702,3333931,rest,704,101,0
1623229217212,3335464,rest,1430,87,0
1623229218734,3336939,rest,1394,77,0
1623229220244,3338516,rest,1478,68,0
1623229222768,3340916,rest,2266,56,0
1623229224300,3342372,rest,1360,52,0
1623229225299,3343706,rest,1256,49,0
1623229226805,3345118,rest,1308,45,0
1623229228321,3346651,rest,1422,44,0
